Date Run,Sub,Term,Dept,Course Sections Id,Name,Short Title,Cap,Avail Seats,Student Count,Credits,Status,Status Date,Mtg Days,STime,ETime,Faculty First,Faculty Last,SDate,EDate,Xlist,Petition Y/N,Printed Comments,Method,Type,Location,Room,# Weeks,CIP Code,Sec Course Types
3/29/2022,CSC,2023SP,CST,166961,CSC-112-302,Fund of Computing II,20,20,0,4,A,3/2/2022,"M, W", 8:00 AM, 10:00 AM,Richard,Specioso,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,11.0701,COMP
3/29/2022,CSC,2023SP,CST,166964,CSC-112-303,Fund of Computing II,20,20,0,4,A,3/2/2022,"T, TH", 1:30 PM, 3:30 PM,Pamela,McCarthy,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,11.0701,COMP
3/29/2022,CSC,2023SP,CST,166967,CSC-211-301W,Comp Syst Org,20,20,0,3,A,3/2/2022,,,,Pamela,McCarthy,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,15.1202,COMP
3/29/2022,CSC,2023SP,CST,166969,CSC-211-302,Comp Syst Org,20,20,0,3,P,3/2/2022,"M, W", 3:05 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,15.1202,COMP
3/29/2022,CSC,2023SP,CST,166905,CSC-221-301,Software Engineering,20,20,0,3,A,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,Timothy,Scheemaker,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,14.0903,COMP
3/29/2022,CSC,2023SP,CST,166973,CSC-255-301,Database Design & Development,20,20,0,3,A,3/2/2022,"T, TH", 11:10 AM, 12:35 PM,Marlesha,Minet,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,11.0802,COMP
3/29/2022,CSC,2023SP,CST,166976,CSC-264-301,Java Programming,20,20,0,3,A,3/2/2022,"M, W", 8:00 AM, 9:25 AM,Timothy,Scheemaker,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,11.0202,COMP
3/29/2022,ASA,2023SP,ECS,166733,ASA-150-301,ASA/Thry/Skls/Rscs,25,25,0,3,P,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,166735,ASA-159-301,Chemical Dependencs,25,25,0,3,P,3/2/2022,"M, W, F", 9:05 AM, 10:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,166737,ASA-164-501,ASAC Intern & Sem I,20,20,0,3,P,3/2/2022,T, 4:40 PM, 5:40 PM,,,1/30/2023,5/13/2023,,N,,INTRN,LD,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,166738,ASA-226-501,Grp Skills for Alc/Sub Counsel,20,20,0,3,P,3/2/2022,"M, W", 4:40 PM, 6:05 PM,,,1/30/2023,5/13/2023,,N,,LEC,LD,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,166740,ASA-227-301,Overview Addict Srv,25,25,0,3,P,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,166742,ASA-229-301,Addict & Fam Sys,25,25,0,3,P,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,167104,ASA-263-501,ASAC Intern & Sem II,20,20,0,3,P,3/3/2022,W, 4:40 PM, 5:40 PM,,,1/30/2023,5/13/2023,,N,,INTRN,LD,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,166868,ASA-268-301,Clin Skls ASA Couns,25,25,0,3,P,3/2/2022,"T, TH", 8:00 AM, 9:25 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,167105,ASA-269-301,Ind Coun Skls ASAC,25,25,0,3,P,3/3/2022,"T, TH", 3:05 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,166870,ASA-270-301,Couns Spirit & Well,20,20,0,3,P,3/2/2022,"M, W", 3:05 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.1501,
3/29/2022,ASA,2023SP,ECS,166875,ASA-271-301,Cult Comp/Spec Pop,25,25,0,3,P,3/2/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.1501,
3/29/2022,CRJ,2023SP,ECS,166877,CRJ-101-301W,Justice System,25,25,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,43.0104,"LAS, LASS"
3/29/2022,CRJ,2023SP,ECS,166878,CRJ-101-302,Justice System,25,25,0,3,A,3/2/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,43.0104,"LAS, LASS"
3/29/2022,CRJ,2023SP,ECS,166882,CRJ-101-303,Justice System,25,25,0,3,P,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,43.0104,"LAS, LASS"
3/29/2022,CRJ,2023SP,ECS,166885,CRJ-108-301W,Police and the Community,25,25,0,3,A,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,43.0103,
3/29/2022,CRJ,2023SP,ECS,166888,CRJ-142-301W,Criminal Investigation,25,25,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,43.0107,
3/29/2022,CRJ,2023SP,ECS,166889,CRJ-142-302,Criminal Investigation,25,25,0,3,A,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,43.0107,
3/29/2022,CRJ,2023SP,ECS,167024,CRJ-201-301W,Criminology,25,25,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,45.0401,
3/29/2022,CRJ,2023SP,ECS,167025,CRJ-201-302,Criminology,28,28,0,3,A,3/2/2022,"M, W", 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,"HYBRID: This section is hybrid, requiring face-to-face attendance, and participation in online coursework.",HYB,,MC,,14,45.0401,
3/29/2022,CRJ,2023SP,ECS,167026,CRJ-202-301W,Ethics & Crim Just,25,25,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,43.0199,
3/29/2022,CRJ,2023SP,ECS,167027,CRJ-202-302,Ethics & Crim Just,25,25,0,3,A,3/2/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,43.0199,
3/29/2022,CRJ,2023SP,ECS,167028,CRJ-207-301,Sexual Violence,23,23,0,3,A,3/2/2022,"M, W", 3:05 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,43.0199,
3/29/2022,CRJ,2023SP,ECS,167029,CRJ-215-301W,Criminal Law,23,23,0,3,A,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,45.0401,
3/29/2022,CRJ,2023SP,ECS,167030,CRJ-219-301,Vic Wit & CRJ,28,28,0,3,A,3/2/2022,"T, TH", 11:10 AM, 12:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,43.0199,
3/29/2022,CRJ,2023SP,ECS,167031,CRJ-220-301W,Corrections Process,23,23,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,43.0113,
3/29/2022,CRJ,2023SP,ECS,167032,CRJ-220-302,Corrections Process,25,25,0,3,A,3/2/2022,"T, TH", 11:10 AM, 12:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,43.0113,
3/29/2022,CRJ,2023SP,ECS,167064,CRJ-226-301W,Law Enforcemnt Proc,23,23,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,43.0103,
3/29/2022,CRJ,2023SP,ECS,167066,CRJ-226-302,Law Enforcemnt Proc,25,25,0,3,A,3/2/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,43.0103,
3/29/2022,CRJ,2023SP,ECS,167073,CRJ-252-301,Internship,15,15,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,Y,,INTRN,,MC,,14,43.0199,ALINT
3/29/2022,EDU,2023SP,ECS,167074,EDU-158-301,Infant-Toddler Development,25,25,0,3,P,3/2/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,19.0706,ALPRA
3/29/2022,EDU,2023SP,ECS,167075,EDU-158-501,Infant-Toddler Development,25,25,0,3,A,3/2/2022,"M, W", 4:40 PM, 6:05 PM,,,1/30/2023,5/13/2023,,N,,LEC,LD,MC,,14,19.0706,ALPRA
3/29/2022,EDU,2023SP,ECS,167076,EDU-180-301,Early Chldhd Ed: Intro,25,25,0,3,A,3/2/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,13.121,
3/29/2022,EDU,2023SP,ECS,167077,EDU-182-301,Child Growth & Dev,25,25,0,3,A,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,19.0706,
3/29/2022,EDU,2023SP,ECS,167078,EDU-183-301,Obs/Assess of YC,25,25,0,3,A,3/2/2022,"M, W", 3:05 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,19.0706,
3/29/2022,EDU,2023SP,ECS,167079,EDU-184-501,Early Chld Field I,20,20,0,3,A,3/2/2022,T, 3:30 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,FIELD,LD,MC,,14,13.121,ALPRA
3/29/2022,EDU,2023SP,ECS,167080,EDU-230-301,Diverse Populations,25,25,0,3,A,3/2/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44,
3/29/2022,EDU,2023SP,ECS,167081,EDU-275-301,Cultural Foundtns/Educ,20,20,0,3,A,3/2/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,13.0901,ALPRA
3/29/2022,EDU,2023SP,ECS,167082,EDU-281-301,Curriculum Development,20,20,0,3,A,3/2/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,13.1299,
3/29/2022,EDU,2023SP,ECS,167106,EDU-283-501,Early Chld Field II,20,20,0,3,A,3/3/2022,TH, 3:30 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,FIELD,LD,MC,,14,13.121,ALPRA
3/29/2022,EDU,2023SP,ECS,167083,EDU-285-501,Early Child Special Ed: Intro,25,25,0,3,A,3/2/2022,"T, TH", 4:40 PM, 6:05 PM,,,1/30/2023,5/13/2023,,N,,LEC,LD,MC,,14,13.1015,
3/29/2022,EXR,2023SP,ECS,166919,EXR-200-301,Fund Exer Science,25,25,0,4,P,3/28/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,26.0908,
3/29/2022,EXR,2023SP,ECS,166921,EXR-200L-301,Fund Exer Science Lab,25,25,0,0,P,3/28/2022,F, 9:05 AM, 10:45 AM,,,1/30/2023,5/13/2023,,N,,LAB,,MC,,14,26.0908,
3/29/2022,HEA,2023SP,ECS,167084,HEA-106-101W,Studs/Hlth & Wellns,25,25,0,1,A,3/2/2022,,,,,,1/30/2023,3/18/2023,,N,Runs first half semester.,ONLIN,ONLI,ONLI,,7,34.0103,SP1
3/29/2022,HEA,2023SP,ECS,167085,HEA-106-201W,Studs/Hlth & Wellns,25,25,0,1,P,3/2/2022,,,,,,3/27/2023,5/13/2023,,N,Runs second half semester.,ONLIN,ONLI,ONLI,,7,34.0103,SP2
3/29/2022,HEA,2023SP,ECS,167086,HEA-106-301,Studs/Hlth & Wellns,38,38,0,1,P,3/3/2022,M, 10:10 AM, 11:05 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,34.0103,
3/29/2022,HEA,2023SP,ECS,167087,HEA-106-302,Studs/Hlth & Wellns,38,38,0,1,A,3/2/2022,F, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,34.0103,
3/29/2022,HEA,2023SP,ECS,167088,HEA-207-301W,Personal Health,25,25,0,3,A,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,34.0103,
3/29/2022,HEA,2023SP,ECS,167089,HEA-207-302,Personal Health,30,30,0,3,A,3/2/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,34.0103,
3/29/2022,HEA,2023SP,ECS,167090,HEA-209-301W,Drugs and Wellness,25,25,0,3,A,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,34.0104,
3/29/2022,HFA,2023SP,ECS,167091,HFA-203-101,Resp to Emergencies,25,25,0,2,A,3/2/2022,"T, TH", 3:30 PM, 5:30 PM,,,1/30/2023,3/18/2023,,N,Meets first half semester.,LEC,LD,MC,,7,51.9999,SP1
3/29/2022,HFA,2023SP,ECS,167092,HFA-203-301,Resp to Emergencies,25,25,0,2,A,3/2/2022,F, 9:05 AM, 11:05 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.9999,
3/29/2022,HFA,2023SP,ECS,167093,HFA-204-301,Cardipulmonary Resc,15,15,0,1,P,3/28/2022,W, 1:30 PM, 2:25 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.9999,
3/29/2022,HFA,2023SP,ECS,167094,HFA-204-302,Cardipulmonary Resc,15,15,0,1,A,3/2/2022,F, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,51.9999,
3/29/2022,HFA,2023SP,ECS,167179,HFA-204-501,Cardipulmonary Resc,15,15,0,1,A,3/28/2022,M, 3:30 PM, 5:20 PM,,,1/30/2023,5/13/2023,,N,,LEC,LD,MC,,14,51.9999,
3/29/2022,HUM,2023SP,ECS,167095,HUM-145-501,Intro to DSP,25,25,0,3,A,3/2/2022,"M, W", 4:40 PM, 6:05 PM,,,1/30/2023,5/13/2023,,N,,LEC,LD,MC,,14,51.1504,
3/29/2022,HUM,2023SP,ECS,167096,HUM-150-301W,HmSrvThry/Skls/Rscs,23,23,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,44,
3/29/2022,HUM,2023SP,ECS,167097,HUM-150-302W,HmSrvThry/Skls/Rscs,23,23,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,44,
3/29/2022,HUM,2023SP,ECS,167099,HUM-150-303,HmSrvThry/Skls/Rscs,25,25,0,3,P,3/2/2022,"M, W, F", 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44,
3/29/2022,HUM,2023SP,ECS,167098,HUM-150-304,HmSrvThry/Skls/Rscs,25,25,0,3,A,3/2/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44,
3/29/2022,HUM,2023SP,ECS,167100,HUM-150-601,HmSrvThry/Skls/Rscs,25,25,0,3,A,3/2/2022,T, 6:15 PM, 9:15 PM,,,1/30/2023,5/13/2023,,N,,LEC,EVE,MC,,14,44,
3/29/2022,HUM,2023SP,ECS,167101,HUM-152-301,HUM: Skills/Comp,25,25,0,3,A,3/2/2022,"T, TH", 11:10 AM, 12:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44,
3/29/2022,HUM,2023SP,ECS,167102,HUM-152-501,HUM: Skills/Comp,25,25,0,3,A,3/2/2022,"M, W", 4:40 PM, 6:05 PM,,,1/30/2023,5/13/2023,,N,,LEC,LD,MC,,14,44,
3/29/2022,HUM,2023SP,ECS,167103,HUM-162-301,Intro/Soc Wrk Pract,25,25,0,3,A,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44.0701,
3/29/2022,HUM,2023SP,ECS,167023,HUM-164-501,Intern & Sem I,20,20,0,3,A,3/2/2022,T, 3:30 PM, 4:30 PM,,,1/30/2023,5/13/2023,,Y,,FIELD,LD,MC,,14,44.0701,ALINT
3/29/2022,HUM,2023SP,ECS,167022,HUM-165-601,Intro to Counseling,25,25,0,3,A,3/2/2022,M, 6:15 PM, 9:15 PM,,,1/30/2023,5/13/2023,,N,,LEC,EVE,MC,,14,44.0701,
3/29/2022,HUM,2023SP,ECS,167020,HUM-230-301W,Diverse Populations,23,23,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,44,GLADM
3/29/2022,HUM,2023SP,ECS,167021,HUM-230-302,Diverse Populations,25,25,0,3,A,3/2/2022,"T, TH", 11:10 AM, 12:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44,GLADM
3/29/2022,HUM,2023SP,ECS,166940,HUM-260-301W,Social Work Interview/Counsel,23,23,0,3,P,3/2/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,44.0701,
3/29/2022,HUM,2023SP,ECS,166943,HUM-260-302,Social Work Interview/Counsel,25,25,0,3,A,3/2/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44.0701,
3/29/2022,HUM,2023SP,ECS,166946,HUM-267-301,Fam Crisis/Hum Srv.,25,25,0,3,A,3/2/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44,
3/29/2022,HUM,2023SP,ECS,167019,HUM-269-301,Soc Wk/Peop W/Disb,25,25,0,3,P,3/2/2022,"M, W", 3:05 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,44.0701,
3/29/2022,PED,2023SP,ECS,166937,PED-101-301,Intro to Phys Ed,25,25,0,3,A,3/2/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,36.0108,
3/29/2022,PED,2023SP,ECS,167178,PED-201-301,Fund Exer Science,25,25,0,3,A,3/28/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,26.0908,
3/29/2022,PEH,2023SP,ECS,166924,PEH-100-101W,Lifetime Phys Wellness,25,25,0,1,A,3/2/2022,,,,,,1/30/2023,3/18/2023,,N,Runs first half semester.,ONLIN,ONLI,ONLI,,7,34.0103,SP1
3/29/2022,PEH,2023SP,ECS,166927,PEH-100-102,Lifetime Phys Wellness,20,20,0,1,A,3/2/2022,"M, W", 9:05 AM, 10:55 AM,,,1/30/2023,3/18/2023,,N,Meets first half semester.,LEC,,MC,,7,34.0103,SP1
3/29/2022,PEH,2023SP,ECS,166929,PEH-100-103,Lifetime Phys Wellness,20,20,0,1,P,3/2/2022,"T, TH", 1:30 PM, 3:20 PM,,,1/30/2023,3/18/2023,,N,Meets first half semester.,LEC,,MC,,7,34.0103,SP1
3/29/2022,PEH,2023SP,ECS,166934,PEH-100-201W,Lifetime Phys Wellness,25,25,0,1,P,3/2/2022,,,,,,3/27/2023,5/13/2023,,N,Runs second half semester.,ONLIN,ONLI,ONLI,,7,34.0103,SP2
3/29/2022,PEH,2023SP,ECS,166915,PEH-155-201,Yoga,20,20,0,1,A,3/2/2022,"M, W", 9:05 AM, 10:55 AM,,,3/27/2023,5/13/2023,,N,Meets second half semester.,LEC,,MC,,7,36.0108,SP2
3/29/2022,PEH,2023SP,ECS,166913,PEH-155-301,Yoga,20,20,0,1,P,3/2/2022,M, 1:30 PM, 3:20 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,36.0108,
3/29/2022,PEH,2023SP,ECS,166910,PEH-155-302,Yoga,20,20,0,1,A,3/2/2022,W, 1:30 PM, 3:20 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,36.0108,
3/29/2022,PEH,2023SP,ECS,166908,PEH-155-303,Yoga,20,20,0,1,P,3/2/2022,F, 9:05 AM, 11:05 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,36.0108,
3/29/2022,PEH,2023SP,ECS,166904,PEH-163-101W,Bas Weight Train for Life,25,25,0,1,A,3/2/2022,,,,,,1/30/2023,3/18/2023,,N,Runs first half semester.,ONLIN,ONLI,ONLI,,7,36.0108,SP1
3/29/2022,PEH,2023SP,ECS,166902,PEH-163-202,Bas Weight Train for Life,20,20,0,1,A,3/2/2022,"T, TH", 1:30 PM, 3:20 PM,,,3/27/2023,5/13/2023,,N,Meets second half semester.,LEC,,MC,,7,36.0108,SP2
3/29/2022,PEH,2023SP,ECS,166897,PEH-164-201,Pickleball,20,20,0,1,P,3/28/2022,"M, W", 1:30 PM, 3:20 PM,,,3/27/2023,5/13/2023,,N,Runs second half semester.,LEC,,MC,,7,36.0108,SP2
3/29/2022,PEH,2023SP,ECS,166900,PEH-164-301,Pickleball,20,20,0,1,P,3/28/2022,F, 1:30 PM, 3:20 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,36.0108,
3/29/2022,PSL,2023SP,ECS,166895,PSL-210-301,Team Sports,25,25,0,2,A,3/2/2022,"T, TH", 10:10 AM, 12:00 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,31.0101,
3/29/2022,REC,2023SP,ECS,166893,REC-102-301,Activity Planning I,25,25,0,3,A,3/2/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,31.0101,
3/29/2022,COM,2023SP,ENG,164569,COM-100-201W,Intro to Com,23,23,0,3,P,2/16/2022,,,,,,3/27/2023,5/13/2023,,N,Runs second half semester.,ONLIN,ONLI,ONLI,,7,09.0100,"LAS, GEBSC, LAH, SP2"
3/29/2022,COM,2023SP,ENG,164570,COM-100-301W,Intro to Com,23,23,0,3,A,2/16/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164571,COM-100-302,Intro to Com,23,23,0,3,P,2/16/2022,"M, W, F", 9:05 AM, 10:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164572,COM-100-303,Intro to Com,23,23,0,3,A,2/16/2022,"M, W, F", 10:10 AM, 11:05 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164573,COM-100-304,Intro to Com,23,23,0,3,A,2/16/2022,"M, W, F", 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164574,COM-100-305,Intro to Com,23,23,0,3,A,2/16/2022,"M, W", 8:00 AM, 9:25 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164575,COM-100-306,Intro to Com,23,23,0,3,A,2/16/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164576,COM-100-307,Intro to Com,23,23,0,3,P,2/16/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164577,COM-100-308,Intro to Com,23,23,0,3,A,2/16/2022,"T, TH", 8:00 AM, 9:25 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164578,COM-100-309,Intro to Com,23,23,0,3,A,2/16/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164579,COM-100-310,Intro to Com,23,23,0,3,P,2/16/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164580,COM-100-311,Intro to Com,23,23,0,3,A,2/16/2022,"T, TH", 11:10 AM, 12:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164581,COM-100-312,Intro to Com,23,23,0,3,A,2/16/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164582,COM-100-313,Intro to Com,23,23,0,3,P,2/16/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164583,COM-100-314,Intro to Com,23,23,0,3,A,2/16/2022,"T, TH", 3:05 PM, 4:30 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0100,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164584,COM-121-301,News Literacy,23,23,0,3,P,2/16/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0401,"LAS, LAH, GEBSC"
3/29/2022,COM,2023SP,ENG,164585,COM-157-301W,ElectronicMediaWrtg,23,23,0,3,A,2/16/2022,,,,,,1/30/2023,5/13/2023,,N,,ONLIN,ONLI,ONLI,,14,09.0402,"LAS, LAH"
3/29/2022,COM,2023SP,ENG,164586,COM-157-302,ElectronicMediaWrtg,23,23,0,3,A,2/16/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0402,"LAS, LAH"
3/29/2022,COM,2023SP,ENG,164587,COM-210-301,Public Speaking,23,23,0,3,A,2/16/2022,"M, W", 8:00 AM, 9:25 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0101,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164588,COM-210-302,Public Speaking,23,23,0,3,A,2/16/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0101,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164589,COM-210-303,Public Speaking,23,23,0,3,A,2/16/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0101,"LAS, GEBSC, LAH"
3/29/2022,COM,2023SP,ENG,164590,COM-210-304,Public Speaking,23,23,0,3,P,2/16/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,09.0101,"LAS, GEBSC, LAH"
